BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell type	source_name	treatment
SAMN26542585	SRR18280537	2022-03-26T14:35:30Z	2022-03-11T15:37:02Z	12907155	1303622655	0	101	417		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280537/SRR18280537	SRX14418332	GSM5941920	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227436	simple	9606	Homo sapiens	GSM5941920							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	4D7D0E89DEE9AAB676AE1A6566B7665F	C848C8AA89CF4A28B7F18EDC5A6E439E	26542585	TCam2_SY0351_10nM_1h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227436	GSM5941920	Seminoma	TCam2_cell_line	SY0351_10nM_1h
SAMN26542586	SRR18280538	2022-03-26T14:35:30Z	2022-03-11T15:37:38Z	11178100	1128988100	0	101	363		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280538/SRR18280538	SRX14418331	GSM5941919	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227435	simple	9606	Homo sapiens	GSM5941919							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	48EACE6DEC1DF1359D4707D1C61089FE	C275EC700C683898DE5FCA78B1321BA5	26542586	TCam2_SY0351_10nM_1h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227435	GSM5941919	Seminoma	TCam2_cell_line	SY0351_10nM_1h
SAMN26542587	SRR18280539	2022-03-26T14:35:30Z	2022-03-11T15:37:55Z	12295592	1241854792	0	101	401		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280539/SRR18280539	SRX14418330	GSM5941918	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227433	simple	9606	Homo sapiens	GSM5941918							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	C590ED89460B391A012C3397C835A608	8533DA76B228AE1A30A0DC2259AAA4BA	26542587	TCam2_SY0351_10nM_1h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227433	GSM5941918	Seminoma	TCam2_cell_line	SY0351_10nM_1h
SAMN26542588	SRR18280540	2022-03-26T14:35:30Z	2022-03-11T15:38:06Z	12301367	1242438067	0	101	398		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280540/SRR18280540	SRX14418329	GSM5941917	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227434	simple	9606	Homo sapiens	GSM5941917							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	728019C6FEA9CB58EBF91E86AA82E0BF	EA25CB894B6767BE5BA99EEAFFBFE5D8	26542588	TCam2_NVP2_10nM_24h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227434	GSM5941917	Seminoma	TCam2_cell_line	NVP2_10nM_24h
SAMN26542589	SRR18280541	2022-03-26T14:35:30Z	2022-03-11T15:37:49Z	12851208	1297972008	0	101	416		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280541/SRR18280541	SRX14418328	GSM5941916	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227432	simple	9606	Homo sapiens	GSM5941916							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	034FE9BC05903AF082970818673E79B4	250B2869BC1E1FBD05E586F57FF43B82	26542589	TCam2_NVP2_10nM_24h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227432	GSM5941916	Seminoma	TCam2_cell_line	NVP2_10nM_24h
SAMN26542590	SRR18280542	2022-03-26T14:35:30Z	2022-03-11T15:35:01Z	5693105	575003605	0	101	186		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280542/SRR18280542	SRX14418327	GSM5941915	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227431	simple	9606	Homo sapiens	GSM5941915							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	797585DDEBB5B2F20DFEB89CED21948A	7EAED5A73317DEFCA7131178AE5C694C	26542590	TCam2_NVP2_10nM_24h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227431	GSM5941915	Seminoma	TCam2_cell_line	NVP2_10nM_24h
SAMN26542591	SRR18280543	2022-03-26T14:35:30Z	2022-03-11T15:39:24Z	15167203	1531887503	0	101	486		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280543/SRR18280543	SRX14418326	GSM5941914	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227430	simple	9606	Homo sapiens	GSM5941914							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	1697A23454A59CEDAC13D9633B7398E5	0E047A453792B899C6FD48FD83478DB7	26542591	TCam2_NVP2_10nM_1h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227430	GSM5941914	Seminoma	TCam2_cell_line	NVP2_10nM_1h
SAMN26542592	SRR18280544	2022-03-26T14:35:30Z	2022-03-11T15:37:47Z	11395323	1150927623	0	101	370		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280544/SRR18280544	SRX14418325	GSM5941913	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227428	simple	9606	Homo sapiens	GSM5941913							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	E1635AC946F98660C62FD4A72F243308	22F0F22CBE8DFE402FCC8600A8B6B4E0	26542592	TCam2_NVP2_10nM_1h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227428	GSM5941913	Seminoma	TCam2_cell_line	NVP2_10nM_1h
SAMN26542593	SRR18280545	2022-03-26T14:35:30Z	2022-03-11T15:36:55Z	11602757	1171878457	0	101	375		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280545/SRR18280545	SRX14418324	GSM5941912	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227429	simple	9606	Homo sapiens	GSM5941912							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	3186CF41006B7C52B55E1F4A8C1FFE87	1E7A592B2644343018C9234A1820DBCE	26542593	TCam2_NVP2_10nM_1h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227429	GSM5941912	Seminoma	TCam2_cell_line	NVP2_10nM_1h
SAMN26542594	SRR18280546	2022-03-26T14:35:30Z	2022-03-11T15:37:11Z	9614679	971082579	0	101	314		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280546/SRR18280546	SRX14418323	GSM5941911	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227427	simple	9606	Homo sapiens	GSM5941911							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	D71978314826AE0DF516CAA82FC1043E	6CE5159D1A6577556D337DFE745FEA1C	26542594	2102EP_DMSO_0.001%_24h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227427	GSM5941911	Embryonal Carcinoma	2102EP_cell_line	DMSO_0.001%_24h
SAMN26542595	SRR18280547	2022-03-26T14:35:29Z	2022-03-11T15:36:45Z	11159910	1127150910	0	101	363		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280547/SRR18280547	SRX14418322	GSM5941910	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227426	simple	9606	Homo sapiens	GSM5941910							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	E007CAA88236EBE8B8068FA9A75802D2	914743C1792AF8E0EAF7466A83592742	26542595	2102EP_DMSO_0.001%_24h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227426	GSM5941910	Embryonal Carcinoma	2102EP_cell_line	DMSO_0.001%_24h
SAMN26542596	SRR18280548	2022-03-26T14:35:29Z	2022-03-11T15:36:46Z	9649849	974634749	0	101	317		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280548/SRR18280548	SRX14418321	GSM5941909	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227424	simple	9606	Homo sapiens	GSM5941909							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	A063A766E5E053F5B7148362C8450026	B8E413B4113051BB15CA48941BF35333	26542596	2102EP_DMSO_0.001%_24h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227424	GSM5941909	Embryonal Carcinoma	2102EP_cell_line	DMSO_0.001%_24h
SAMN26542597	SRR18280549	2022-03-26T14:35:29Z	2022-03-11T15:36:33Z	11473175	1158790675	0	101	373		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280549/SRR18280549	SRX14418320	GSM5941908	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227425	simple	9606	Homo sapiens	GSM5941908							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	17486C99761F1F3F215A5C8F7B758C82	6E54BB6B5F6117531D276A408047D85F	26542597	2102EP_DMSO_0.001%_1h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227425	GSM5941908	Embryonal Carcinoma	2102EP_cell_line	DMSO_0.001%_1h
SAMN26542598	SRR18280550	2022-03-26T14:35:29Z	2022-03-11T15:37:38Z	10738023	1084540323	0	101	350		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280550/SRR18280550	SRX14418319	GSM5941907	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227423	simple	9606	Homo sapiens	GSM5941907							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	994FEB2316E3C6EF58C0B4AAFE0287EA	3460E55DB7342ED59BEC00F3617C29A8	26542598	2102EP_DMSO_0.001%_1h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227423	GSM5941907	Embryonal Carcinoma	2102EP_cell_line	DMSO_0.001%_1h
SAMN26542599	SRR18280551	2022-03-26T14:35:29Z	2022-03-11T15:38:56Z	14044910	1418535910	0	101	460		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280551/SRR18280551	SRX14418318	GSM5941906	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227422	simple	9606	Homo sapiens	GSM5941906							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	6355D880325AEBAF20D37CEDC9AE3F09	37D972842F67A332BF91B816281202C8	26542599	2102EP_DMSO_0.001%_1h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227422	GSM5941906	Embryonal Carcinoma	2102EP_cell_line	DMSO_0.001%_1h
SAMN26542600	SRR18280552	2022-03-26T14:35:29Z	2022-03-11T15:40:12Z	15603025	1575905525	0	101	507		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280552/SRR18280552	SRX14418317	GSM5941905	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227420	simple	9606	Homo sapiens	GSM5941905							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	B72E2053060C67DF4A60FC8141321971	B6F4C26ACB49C94C8EEC03756E5A35D5	26542600	2102EP_YKL5124_100nM_24h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227420	GSM5941905	Embryonal Carcinoma	2102EP_cell_line	YKL5124_100nM_24h
SAMN26542601	SRR18280553	2022-03-26T14:35:29Z	2022-03-11T15:38:17Z	12017991	1213817091	0	101	392		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280553/SRR18280553	SRX14418316	GSM5941904	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227421	simple	9606	Homo sapiens	GSM5941904							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	FC46E62031BF157E007ECBCF21B31044	4A2B5A594AD77C90FE127388D58E972B	26542601	2102EP_YKL5124_100nM_24h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227421	GSM5941904	Embryonal Carcinoma	2102EP_cell_line	YKL5124_100nM_24h
SAMN26542602	SRR18280554	2022-03-26T14:35:29Z	2022-03-11T15:37:26Z	10176292	1027805492	0	101	333		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280554/SRR18280554	SRX14418315	GSM5941903	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227419	simple	9606	Homo sapiens	GSM5941903							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	6094CE2D1265111BFA8B08700AA09A5C	E39F8BF966DB26EF3618B69BC4945392	26542602	2102EP_YKL5124_100nM_24h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227419	GSM5941903	Embryonal Carcinoma	2102EP_cell_line	YKL5124_100nM_24h
SAMN26542603	SRR18280555	2022-03-26T14:35:29Z	2022-03-11T15:36:26Z	12093708	1221464508	0	101	395		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280555/SRR18280555	SRX14418314	GSM5941902	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227418	simple	9606	Homo sapiens	GSM5941902							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	2F0782372AD9917A9CEAA2EB94751E8B	75D3E6257BBC9FB0CDDB5239EEE6043A	26542603	2102EP_YKL5124_100nM_1h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227418	GSM5941902	Embryonal Carcinoma	2102EP_cell_line	YKL5124_100nM_1h
SAMN26542604	SRR18280556	2022-03-26T14:35:29Z	2022-03-11T15:39:24Z	14373725	1451746225	0	101	468		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280556/SRR18280556	SRX14418313	GSM5941901	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227417	simple	9606	Homo sapiens	GSM5941901							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	15E4435C7D98B5DE19AF9D679152E55C	D2C3DEDA8996F663A8ACF178F685229D	26542604	2102EP_YKL5124_100nM_1h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227417	GSM5941901	Embryonal Carcinoma	2102EP_cell_line	YKL5124_100nM_1h
SAMN26542605	SRR18280557	2022-03-26T14:35:29Z	2022-03-11T15:38:42Z	13094059	1322499959	0	101	432		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280557/SRR18280557	SRX14418312	GSM5941900	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227416	simple	9606	Homo sapiens	GSM5941900							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	F4F2FA696C9EC889974894D5D31A413A	01B4915BD5D7D9BD1DD61157A635CD41	26542605	2102EP_YKL5124_100nM_1h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227416	GSM5941900	Embryonal Carcinoma	2102EP_cell_line	YKL5124_100nM_1h
SAMN26542606	SRR18280558	2022-03-26T14:35:29Z	2022-03-11T15:39:09Z	13577436	1371321036	0	101	440		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280558/SRR18280558	SRX14418311	GSM5941899	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227415	simple	9606	Homo sapiens	GSM5941899							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	A8C9BD981FE1EB47AA0ECE0A398A5AD8	ADAA3CC45DCC3A40B95C044CA88D5963	26542606	2102EP_THZ531_100nM_24h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227415	GSM5941899	Embryonal Carcinoma	2102EP_cell_line	THZ531_100nM_24h
SAMN26542607	SRR18280559	2022-03-26T14:35:29Z	2022-03-11T15:39:58Z	10678532	1078531732	0	101	347		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280559/SRR18280559	SRX14418310	GSM5941898	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227413	simple	9606	Homo sapiens	GSM5941898							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	5825B8951B40DA2689CEC4A9AD89EE2E	F59E299E533455189519F2F43628701F	26542607	2102EP_THZ531_100nM_24h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227413	GSM5941898	Embryonal Carcinoma	2102EP_cell_line	THZ531_100nM_24h
SAMN26542608	SRR18280560	2022-03-26T14:35:29Z	2022-03-11T15:40:53Z	13795545	1393350045	0	101	447		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280560/SRR18280560	SRX14418309	GSM5941897	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227414	simple	9606	Homo sapiens	GSM5941897							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	2134AB59722F7901B33032B40FD6794A	2D363DC03E8DD6F4889A1FAEDAE8AAA2	26542608	2102EP_THZ531_100nM_24h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227414	GSM5941897	Embryonal Carcinoma	2102EP_cell_line	THZ531_100nM_24h
SAMN26542609	SRR18280561	2022-03-26T14:35:29Z	2022-03-11T15:42:26Z	12068896	1218958496	0	101	392		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280561/SRR18280561	SRX14418308	GSM5941896	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227412	simple	9606	Homo sapiens	GSM5941896							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	63E025A836DBB836CCA850F93B5B8CF9	696712A8F1A3B8C307E73C317B15DB10	26542609	2102EP_THZ531_100nM_1h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227412	GSM5941896	Embryonal Carcinoma	2102EP_cell_line	THZ531_100nM_1h
SAMN26542610	SRR18280562	2022-03-26T14:35:29Z	2022-03-11T15:40:05Z	15622777	1577900477	0	101	506		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280562/SRR18280562	SRX14418307	GSM5941895	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227411	simple	9606	Homo sapiens	GSM5941895							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	05865B8664B97E0673060EEFAD5D799C	D07DF1E49C3DA4BBA1976E9585F872CA	26542610	2102EP_THZ531_100nM_1h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227411	GSM5941895	Embryonal Carcinoma	2102EP_cell_line	THZ531_100nM_1h
SAMN26542611	SRR18280563	2022-03-26T14:35:29Z	2022-03-11T15:41:02Z	13503551	1363858651	0	101	439		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280563/SRR18280563	SRX14418306	GSM5941894	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227410	simple	9606	Homo sapiens	GSM5941894							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	0D27B1F6ADC62D5F8CA9453E241F507C	29BD7CAA4F03F103DBB07C99EFDFD581	26542611	2102EP_THZ531_100nM_1h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227410	GSM5941894	Embryonal Carcinoma	2102EP_cell_line	THZ531_100nM_1h
SAMN26542612	SRR18280564	2022-03-26T14:35:29Z	2022-03-11T15:41:13Z	13900799	1403980699	0	101	448		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280564/SRR18280564	SRX14418305	GSM5941893	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227408	simple	9606	Homo sapiens	GSM5941893							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	6FC90A8B4023B28F03E0FF3D47F8B25E	27E9DE85BA6A31C295C6B3FE89937C40	26542612	2102EP_DMSO_0.0001%_24h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227408	GSM5941893	Embryonal Carcinoma	2102EP_cell_line	DMSO_0.0001%_24h
SAMN26542613	SRR18280565	2022-03-26T14:35:29Z	2022-03-11T15:41:13Z	12487504	1261237904	0	101	401		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280565/SRR18280565	SRX14418304	GSM5941892	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227409	simple	9606	Homo sapiens	GSM5941892							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	195A4D3477496029AC8D93DCC8C4D42E	91C03C372A455490C52CD5D4136D737D	26542613	2102EP_DMSO_0.0001%_24h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227409	GSM5941892	Embryonal Carcinoma	2102EP_cell_line	DMSO_0.0001%_24h
SAMN26542614	SRR18280566	2022-03-26T14:35:29Z	2022-03-11T15:41:37Z	14010422	1415052622	0	101	461		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280566/SRR18280566	SRX14418303	GSM5941891	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227407	simple	9606	Homo sapiens	GSM5941891							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	93E6ED41049513087BA77C7A41A21785	8782DFB38B7B6247174CC05F045145F6	26542614	2102EP_DMSO_0.0001%_24h_1	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227407	GSM5941891	Embryonal Carcinoma	2102EP_cell_line	DMSO_0.0001%_24h
SAMN26542615	SRR18280567	2022-03-26T14:35:29Z	2022-03-11T15:40:10Z	11215426	1132758026	0	101	367		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280567/SRR18280567	SRX14418302	GSM5941890	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227406	simple	9606	Homo sapiens	GSM5941890							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	A4403660A831AA06C437C33F1ECE9E6B	723CFCFEE96F5A81D2A95695031E7064	26542615	2102EP_DMSO_0.0001%_1h_3	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227406	GSM5941890	Embryonal Carcinoma	2102EP_cell_line	DMSO_0.0001%_1h
SAMN26542616	SRR18280568	2022-03-26T14:35:29Z	2022-03-11T15:39:36Z	10025562	1012581762	0	101	332		https://sra-pub-run-odp.s3.amazonaws.com/sra/SRR18280568/SRR18280568	SRX14418301	GSM5941889	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP363222	PRJNA814284	3	814284	SRS12227404	simple	9606	Homo sapiens	GSM5941889							no					PATHOLOGY, DEVELOPMENTAL PATHOLOGY, UNIVERSITY HOSPITAL BONN	SRA1383067		public	464FBDAFAC1B996486EE3C36B95F2846	D530BF6B3ADC1A891BA16CA3D1C8B779	26542616	2102EP_DMSO_0.0001%_1h_2	Pathology, Developmental Pathology, University Hospital Bonn	9606	SRS12227404	GSM5941889	Embryonal Carcinoma	2102EP_cell_line	DMSO_0.0001%_1h
