BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	batch	cell line	compound	source_name	time-point	group
SAMN06611530	SRR5352859	2018-02-26T08:47:15Z	2017-03-17T13:52:35Z	18590557	1877646257	0	101	538		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352859/SRR5352859.1	SRX2649086		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054296	simple	9606	Homo sapiens	GSM2539929							no					GEO	SRA546763		public	6655E57609DC07DD36E2272BEA779B3A	2008852B0EE475476AAD15464C7192CC	6611530	Linifanib_5_6 [CR08A8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054296	GSM2539929	8	H-STS NET	Linifanib	H-STS NET cell line, Linifanib, 6h	6h	Linifanib.6
SAMN06611529	SRR5352860	2018-02-26T08:47:15Z	2017-03-17T13:51:55Z	16857161	1702573261	0	101	490		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352860/SRR5352860.1	SRX2649087		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054297	simple	9606	Homo sapiens	GSM2539930							no					GEO	SRA546763		public	E22A7BB5FDC3852B563325CDB47D419B	DF9A05D70FA28729F241CF433D79036D	6611529	Manumycin A_4.32_6 [CR08B1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054297	GSM2539930	8	H-STS NET	Manumycin A	H-STS NET cell line, Manumycin A, 6h	6h	Manumycin_A.6
SAMN06611688	SRR5352861	2018-02-26T08:47:15Z	2017-03-17T13:48:23Z	6356888	642045688	0	101	188		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352861/SRR5352861.1	SRX2649088		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054300	simple	9606	Homo sapiens	GSM2539931							no					GEO	SRA546763		public	CE77258BBA2EB24914758B44623BECE7	DAC2FFD22D2738AD381DD62DE4A2228A	6611688	Manumycin A_4.32_6 [CR08B2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054300	GSM2539931	8	H-STS NET	Manumycin A	H-STS NET cell line, Manumycin A, 6h	6h	Manumycin_A.6
SAMN06611687	SRR5352862	2018-02-26T08:47:15Z	2017-03-17T13:51:19Z	14034931	1417528031	0	101	417		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352862/SRR5352862.1	SRX2649089		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054301	simple	9606	Homo sapiens	GSM2539932							no					GEO	SRA546763		public	CBE7EB8B52B837C22825B6262AE2DC84	056AF6CA7078759BBD23C2772EAB8AFE	6611687	MG-132_0.25_6 [CR08B7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054301	GSM2539932	8	H-STS NET	MG-132	H-STS NET cell line, MG-132, 6h	6h	MG_132.6
SAMN06611686	SRR5352863	2018-02-26T08:47:15Z	2017-03-17T13:52:30Z	15846238	1600470038	0	101	467		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352863/SRR5352863.1	SRX2649090		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054298	simple	9606	Homo sapiens	GSM2539933							no					GEO	SRA546763		public	3EFEE06BF9827CF54E67DB7AD369713C	07F958220304154255BC1B95F2330FC0	6611686	MG-132_0.25_6 [CR08B8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054298	GSM2539933	8	H-STS NET	MG-132	H-STS NET cell line, MG-132, 6h	6h	MG_132.6
SAMN06611685	SRR5352864	2018-02-26T08:47:15Z	2017-03-17T13:52:13Z	15291319	1544423219	0	101	452		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352864/SRR5352864.1	SRX2649091		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054299	simple	9606	Homo sapiens	GSM2539934							no					GEO	SRA546763		public	6478454974889CA32320A9F4F91852E0	3C310FFC117CE1B95E86FC2815DCA7C4	6611685	Mithramycin A_0.024_6 [CR08A3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054299	GSM2539934	8	H-STS NET	Mithramycin A	H-STS NET cell line, Mithramycin A, 6h	6h	Mithramycin_A.6
SAMN06611491	SRR5352865	2018-02-26T08:47:15Z	2017-03-17T13:52:54Z	12977595	1310737095	0	101	387		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352865/SRR5352865.1	SRX2649092		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054302	simple	9606	Homo sapiens	GSM2539935							no					GEO	SRA546763		public	7ACCD4BED756FABA8059F75FEF6AD246	583C4994E70DFC68650CA8ACD1695E38	6611491	Mithramycin A_0.024_6 [CR08A4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054302	GSM2539935	8	H-STS NET	Mithramycin A	H-STS NET cell line, Mithramycin A, 6h	6h	Mithramycin_A.6
SAMN06611490	SRR5352866	2018-02-26T08:47:15Z	2017-03-17T13:51:40Z	16627272	1679354472	0	101	488		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352866/SRR5352866.1	SRX2649093		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054303	simple	9606	Homo sapiens	GSM2539936							no					GEO	SRA546763		public	79AC0837DC1B75C98F1CFC5F58514CFE	4E364BA67F8FEB4E0C87B284059CE13E	6611490	Mitomycin C_0.44_6 [CR08A10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054303	GSM2539936	8	H-STS NET	Mitomycin C	H-STS NET cell line, Mitomycin C, 6h	6h	Mitomycin_C.6
SAMN06611489	SRR5352867	2018-02-26T08:47:15Z	2017-03-17T13:52:01Z	14543730	1468916730	0	101	439		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352867/SRR5352867.1	SRX2649094		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054305	simple	9606	Homo sapiens	GSM2539937							no					GEO	SRA546763		public	112101A3556E8654A800DA0E7E98F63D	B30A9B2CB8C3194EDBC238553A148CAE	6611489	Mitomycin C_0.44_6 [CR08A9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054305	GSM2539937	8	H-STS NET	Mitomycin C	H-STS NET cell line, Mitomycin C, 6h	6h	Mitomycin_C.6
SAMN06611488	SRR5352868	2018-02-26T08:47:15Z	2017-03-17T13:51:47Z	14862908	1501153708	0	101	439		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352868/SRR5352868.1	SRX2649095		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054306	simple	9606	Homo sapiens	GSM2539938							no					GEO	SRA546763		public	EF26705D4B93EF15F26954AE0F720DA0	74F4F09FADB2AD7D41FFF972F5EBAD55	6611488	MK-1775_0.08_6 [CR08B10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054306	GSM2539938	8	H-STS NET	MK-1775	H-STS NET cell line, MK-1775, 6h	6h	MK_1775.6
SAMN06611487	SRR5352869	2018-02-26T08:47:15Z	2017-03-17T13:52:39Z	15773090	1593082090	0	101	467		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352869/SRR5352869.1	SRX2649096		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054304	simple	9606	Homo sapiens	GSM2539939							no					GEO	SRA546763		public	815843AF87D1A93BD7126F4A17302CA7	1757D4F9ABDC581DB4A5CCD453C15F48	6611487	MK-1775_0.08_6 [CR08B9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054304	GSM2539939	8	H-STS NET	MK-1775	H-STS NET cell line, MK-1775, 6h	6h	MK_1775.6
SAMN06611486	SRR5352870	2018-02-26T08:47:15Z	2017-03-17T13:51:32Z	13143046	1327447646	0	101	379		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352870/SRR5352870.1	SRX2649097		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054307	simple	9606	Homo sapiens	GSM2539940							no					GEO	SRA546763		public	A21D8E8FD43EE25496BE7D1E9A66C3CB	486EB6B900596C9DF59316EF11091F95	6611486	ML210_0.04_6 [CR08A5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054307	GSM2539940	8	H-STS NET	ML210	H-STS NET cell line, ML210, 6h	6h	ML210.6
SAMN06611485	SRR5352871	2018-02-26T08:47:15Z	2017-03-17T13:51:19Z	13367247	1350091947	0	101	395		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352871/SRR5352871.1	SRX2649098		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054308	simple	9606	Homo sapiens	GSM2539941							no					GEO	SRA546763		public	CC73E0753CB220FC1C198C88BDCC494A	346B810E08F3C303FD0D54CDF6095094	6611485	ML210_0.04_6 [CR08A6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054308	GSM2539941	8	H-STS NET	ML210	H-STS NET cell line, ML210, 6h	6h	ML210.6
SAMN06611484	SRR5352872	2018-02-26T08:47:15Z	2017-03-17T13:52:55Z	17103735	1727477235	0	101	508		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352872/SRR5352872.1	SRX2649099		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054309	simple	9606	Homo sapiens	GSM2539942							no					GEO	SRA546763		public	D141A6137BF3A5E1B6D9D4ABEC652894	38A68A118551FE4E6663F2259CA7F1DC	6611484	Necrosulfonamide_4_6 [CR08A11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054309	GSM2539942	8	H-STS NET	Necrosulfonamide	H-STS NET cell line, Necrosulfonamide, 6h	6h	Necrosulfonamide.6
SAMN06611483	SRR5352873	2018-02-26T08:47:15Z	2017-03-17T13:55:42Z	21180571	2139237671	0	101	619		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352873/SRR5352873.1	SRX2649100		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054310	simple	9606	Homo sapiens	GSM2539943							no					GEO	SRA546763		public	AC1E5E3B5F5FC83E8157DB48E13C9847	71909E30EC76AFEF96CD7783F846A8A2	6611483	Necrosulfonamide_4_6 [CR08A12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054310	GSM2539943	8	H-STS NET	Necrosulfonamide	H-STS NET cell line, Necrosulfonamide, 6h	6h	Necrosulfonamide.6
SAMN06611482	SRR5352874	2018-02-26T08:47:16Z	2017-03-17T13:53:50Z	16163970	1632560970	0	101	477		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352874/SRR5352874.1	SRX2649101		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054311	simple	9606	Homo sapiens	GSM2539944							no					GEO	SRA546763		public	8B9165D05B4CC65573CBFF71B24F5D7B	834EF02C7A0311CFEC5FCAC229BD4582	6611482	Neratinib_0.25_6 [CR08B5]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054311	GSM2539944	8	H-STS NET	Neratinib	H-STS NET cell line, Neratinib, 6h	6h	Neratinib.6
SAMN06611481	SRR5352875	2018-02-26T08:47:16Z	2017-03-17T13:53:21Z	15796224	1595418624	0	101	463		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352875/SRR5352875.1	SRX2649102		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054312	simple	9606	Homo sapiens	GSM2539945							no					GEO	SRA546763		public	8623479E9E2873DF72D4E29F2CC15152	FF1BC878D6A7DE4385EDADECD69FB78E	6611481	Neratinib_0.25_6 [CR08B6]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054312	GSM2539945	8	H-STS NET	Neratinib	H-STS NET cell line, Neratinib, 6h	6h	Neratinib.6
SAMN06611480	SRR5352876	2018-02-26T08:47:16Z	2017-03-17T13:52:35Z	18332835	1851616335	0	101	533		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352876/SRR5352876.1	SRX2649103		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054313	simple	9606	Homo sapiens	GSM2539946							no					GEO	SRA546763		public	8E6287E30C48E2028E6530247E62A5F8	D512634B0092058E2F9EFC82BA0E69D0	6611480	Nutlin-3_0.84_6 [CR08B11]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054313	GSM2539946	8	H-STS NET	Nutlin-3	H-STS NET cell line, Nutlin-3, 6h	6h	Nutlin_3.6
SAMN06611479	SRR5352877	2018-02-26T08:47:16Z	2017-03-17T13:52:38Z	15110336	1526143936	0	101	450		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352877/SRR5352877.1	SRX2649104		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054314	simple	9606	Homo sapiens	GSM2539947							no					GEO	SRA546763		public	7C8090FE6E042E198B4D326467C947AD	CA051E579B245DAF8B0CB18635BAC601	6611479	Nutlin-3_0.84_6 [CR08B12]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054314	GSM2539947	8	H-STS NET	Nutlin-3	H-STS NET cell line, Nutlin-3, 6h	6h	Nutlin_3.6
SAMN06611478	SRR5352878	2018-02-26T08:47:16Z	2017-03-17T13:52:57Z	16374820	1653856820	0	101	471		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352878/SRR5352878.1	SRX2649105		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054315	simple	9606	Homo sapiens	GSM2539948							no					GEO	SRA546763		public	2E089ECE40F59C984596D31FC1DC6015	C491698CFCBDAF538480474BD6E34788	6611478	DMSO__24 [CR08D3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054315	GSM2539948	8	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h	DMSO.24
SAMN06611477	SRR5352879	2018-02-26T08:47:16Z	2017-03-17T13:54:05Z	16817064	1698523464	0	101	521		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352879/SRR5352879.1	SRX2649106		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054316	simple	9606	Homo sapiens	GSM2539949							no					GEO	SRA546763		public	F28BFD0A19210D9F3D69DD8393F34A69	89783089465E8D105CB67F1C9FF79016	6611477	DMSO__24 [CR08D4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054316	GSM2539949	8	H-STS NET	DMSO	H-STS NET cell line, DMSO, 24h	24h	DMSO.24
SAMN06611476	SRR5352880	2018-02-26T08:47:16Z	2017-03-17T13:53:04Z	15575144	1573089544	0	101	449		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352880/SRR5352880.1	SRX2649107		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054317	simple	9606	Homo sapiens	GSM2539950							no					GEO	SRA546763		public	C5B5849F000F6F6AEC76D1AB6D009479	05B3DC22A4C58A4833D6A452E35B6C0D	6611476	KX2-391_0.024_24 [CR08C1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054317	GSM2539950	8	H-STS NET	KX2-391	H-STS NET cell line, KX2-391, 24h	24h	KX2_391.24
SAMN06611475	SRR5352881	2018-02-26T08:47:16Z	2017-03-17T13:54:03Z	19193461	1938539561	0	101	553		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352881/SRR5352881.1	SRX2649108		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054318	simple	9606	Homo sapiens	GSM2539951							no					GEO	SRA546763		public	399B21920974F96FDF0115FE36FFAA8D	FAB82739B40140B70239DDAA7F64A914	6611475	KX2-391_0.024_24 [CR08C2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054318	GSM2539951	8	H-STS NET	KX2-391	H-STS NET cell line, KX2-391, 24h	24h	KX2_391.24
SAMN06611474	SRR5352882	2018-02-26T08:47:16Z	2017-03-17T13:54:12Z	17603261	1777929361	0	101	522		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352882/SRR5352882.1	SRX2649109		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054319	simple	9606	Homo sapiens	GSM2539952							no					GEO	SRA546763		public	5BBF55330FEAC1E805C2A04F560FA181	7FDD464F9FA3059635BE65185C65FF0E	6611474	Linifanib_5_24 [CR08C7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054319	GSM2539952	8	H-STS NET	Linifanib	H-STS NET cell line, Linifanib, 24h	24h	Linifanib.24
SAMN06611473	SRR5352883	2018-02-26T08:47:16Z	2017-03-17T13:55:09Z	17760604	1793821004	0	101	527		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352883/SRR5352883.1	SRX2649110		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054321	simple	9606	Homo sapiens	GSM2539953							no					GEO	SRA546763		public	33758CEF4EDE1DDDCA577F152C6A0F1B	5E567776F5DB11FE468BCF355ACEDE91	6611473	Linifanib_5_24 [CR08C8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054321	GSM2539953	8	H-STS NET	Linifanib	H-STS NET cell line, Linifanib, 24h	24h	Linifanib.24
SAMN06611472	SRR5352884	2018-02-26T08:47:16Z	2017-03-17T13:53:49Z	19889939	2008883839	0	101	568		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352884/SRR5352884.1	SRX2649111		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054320	simple	9606	Homo sapiens	GSM2539954							no					GEO	SRA546763		public	B9B1FEF04E46E66C39ACFD84A73D8AA1	A0F702E0F36FFDCD1898420D87274457	6611472	Manumycin A_4.32_24 [CR08D1]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054320	GSM2539954	8	H-STS NET	Manumycin A	H-STS NET cell line, Manumycin A, 24h	24h	Manumycin_A.24
SAMN06611587	SRR5352885	2018-02-26T08:47:16Z	2017-03-17T13:54:50Z	20634041	2084038141	0	101	592		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352885/SRR5352885.1	SRX2649112		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054322	simple	9606	Homo sapiens	GSM2539955							no					GEO	SRA546763		public	70642D6FD62AFC7C7087D5FB34444D5C	1A0F621265608BFC08965A844B36B889	6611587	Manumycin A_4.32_24 [CR08D2]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054322	GSM2539955	8	H-STS NET	Manumycin A	H-STS NET cell line, Manumycin A, 24h	24h	Manumycin_A.24
SAMN06611586	SRR5352886	2018-02-26T08:47:16Z	2017-03-17T13:54:29Z	16061487	1622210187	0	101	498		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352886/SRR5352886.1	SRX2649113		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054323	simple	9606	Homo sapiens	GSM2539956							no					GEO	SRA546763		public	C922C6058497AAF4D2DF3C42A6F027F0	752C04715B4F43370752AA834241BA51	6611586	MG-132_0.25_24 [CR08D7]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054323	GSM2539956	8	H-STS NET	MG-132	H-STS NET cell line, MG-132, 24h	24h	MG_132.24
SAMN06611585	SRR5352887	2018-02-26T08:47:16Z	2017-03-17T13:55:12Z	18747764	1893524164	0	101	569		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352887/SRR5352887.1	SRX2649114		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054324	simple	9606	Homo sapiens	GSM2539957							no					GEO	SRA546763		public	B24D95456C71F30815EC5E699D4690D9	E51B6E0EB10C6EFABE56581BF33114F1	6611585	MG-132_0.25_24 [CR08D8]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054324	GSM2539957	8	H-STS NET	MG-132	H-STS NET cell line, MG-132, 24h	24h	MG_132.24
SAMN06611584	SRR5352888	2018-02-26T08:47:16Z	2017-03-17T13:53:01Z	15454060	1560860060	0	101	454		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352888/SRR5352888.1	SRX2649115		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054326	simple	9606	Homo sapiens	GSM2539958							no					GEO	SRA546763		public	A2CB2C8EA36311A583EF6354248CECF7	641EFE371BF080309D0E309886B1B81B	6611584	Mithramycin A_0.024_24 [CR08C3]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054326	GSM2539958	8	H-STS NET	Mithramycin A	H-STS NET cell line, Mithramycin A, 24h	24h	Mithramycin_A.24
SAMN06611583	SRR5352889	2018-02-26T08:47:16Z	2017-03-17T13:55:22Z	17731337	1790865037	0	101	516		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-8/SRR5352889/SRR5352889.1	SRX2649116		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054327	simple	9606	Homo sapiens	GSM2539959							no					GEO	SRA546763		public	B0FC9D92FFEDFABEB6AB54A8E826CDE4	56CE94176DF0E0A4BACC0FCA0AA8F1EF	6611583	Mithramycin A_0.024_24 [CR08C4]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054327	GSM2539959	8	H-STS NET	Mithramycin A	H-STS NET cell line, Mithramycin A, 24h	24h	Mithramycin_A.24
SAMN06611582	SRR5352890	2018-02-26T08:47:16Z	2017-03-17T13:53:06Z	16064418	1622506218	0	101	505		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352890/SRR5352890.1	SRX2649117		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054325	simple	9606	Homo sapiens	GSM2539960							no					GEO	SRA546763		public	29EFB8E9D2E22CA1A8674F775D422F96	149231933F14173C3608810D3E7A9EB2	6611582	Mitomycin C_0.44_24 [CR08C10]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054325	GSM2539960	8	H-STS NET	Mitomycin C	H-STS NET cell line, Mitomycin C, 24h	24h	Mitomycin_C.24
SAMN06611581	SRR5352891	2018-02-26T08:47:16Z	2017-03-17T13:55:03Z	17543746	1771918346	0	101	511		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-7/SRR5352891/SRR5352891.1	SRX2649118		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP102077	PRJNA379584	2	379584	SRS2054328	simple	9606	Homo sapiens	GSM2539961							no					GEO	SRA546763		public	27312DAF1ECFF993FC178DB4AE983D8D	6E38ADD8DAA41200F014555B0A9B909E	6611581	Mitomycin C_0.44_24 [CR08C9]	Systems Biology, Joint Centers for Systems Biology, Columbia University	9606	SRS2054328	GSM2539961	8	H-STS NET	Mitomycin C	H-STS NET cell line, Mitomycin C, 24h	24h	Mitomycin_C.24
