BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	Biological replicate	age	biomaterial_provider	cell_line	disease	disease_stage	isolate	sample_type	sex	tissue	treatment	group
SAMN13088018	SRR10326447	2019-11-14T16:02:05Z	2019-10-28T12:48:07Z	25821756	7511233215	25804447	290	1560	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032644/SRR10326447.1	SRX7036691	A-10-53	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556598	simple	9606	Homo sapiens	H2122_Palbociclib_QDX7_24hr_2					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	C0953034D1BBC6143CECD63FDB1863D3	E0A48E44F2027EC851F1D42D1655E2A6	13088018	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122_Palbociclib_QDX7_24hr_2	SRA: SRS5556598	Biological replicate 2	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	Palbociclib_QDX7_24hr	H2122.Palbociclib_QDX7_24hr
SAMN13088019	SRR10326446	2019-11-14T16:02:05Z	2019-10-28T12:43:02Z	20256112	5768702644	20244755	284	1565	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326446/SRR10326446.1	SRX7036692	A-10-54	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556599	simple	9606	Homo sapiens	H2122_Palbociclib_QDX7_24hr_3					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	368B4565F79ABF034983BFC837DA1E3E	1E4BF9CC944A8C2A7463898427994084	13088019	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122_Palbociclib_QDX7_24hr_3	SRA: SRS5556599	Biological replicate 3	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	Palbociclib_QDX7_24hr	H2122.Palbociclib_QDX7_24hr
SAMN13088020	SRR10326444	2019-11-14T16:02:05Z	2019-10-28T12:44:33Z	19369739	5494993666	19357258	283	1470	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326444/SRR10326444.1	SRX7036694	A-11-55	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556601	simple	9606	Homo sapiens	H2122_MRTX849_Palbociclib_QDX7_6hr_1					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	8454947F6F2199CFD6FCFB7AD928BD86	E584959E101B7DC99513221BBED08209	13088020	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122_MRTX849_Palbociclib_QDX7_6hr_1	SRA: SRS5556601	Biological replicate 1	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_Palbociclib_QDX7_6hr	H2122.MRTX849_Palbociclib_QDX7_6hr
SAMN13088021	SRR10326443	2019-11-14T16:02:05Z	2019-10-28T12:44:28Z	21348671	6056619149	21333934	283	1722	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032644/SRR10326443.1	SRX7036695	A-11-56	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556602	simple	9606	Homo sapiens	H2122_MRTX849_Palbociclib_QDX7_6hr_2					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	1F49808CA277AB2D44B2755891F44E7A	D69814344B8F983CCBFCB48D9E39C95C	13088021	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122_MRTX849_Palbociclib_QDX7_6hr_2	SRA: SRS5556602	Biological replicate 2	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_Palbociclib_QDX7_6hr	H2122.MRTX849_Palbociclib_QDX7_6hr
SAMN13088022	SRR10326442	2019-11-14T16:02:05Z	2019-10-28T12:43:40Z	20540960	5906837149	20530101	287	1366	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326442/SRR10326442.1	SRX7036696	A-11-57	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556603	simple	9606	Homo sapiens	H2122_MRTX849_Palbociclib_QDX7_6hr_3					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	2EC99A25EE97D545A9EA5CC702077F3D	2FB62A3FFE49FE0C5226B2A3F4AF930C	13088022	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122_MRTX849_Palbociclib_QDX7_6hr_3	SRA: SRS5556603	Biological replicate 3	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_Palbociclib_QDX7_6hr	H2122.MRTX849_Palbociclib_QDX7_6hr
SAMN13088023	SRR10326441	2019-11-14T16:02:05Z	2019-10-28T12:54:00Z	26025830	7484374006	26012914	287	1717	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326441/SRR10326441.1	SRX7036697	A-11-58	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556604	simple	9606	Homo sapiens	H2122_MRTX849_Palbociclib_QDX7_24hr_1					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	5EDF1F13B373D18D5F307F7EF4808F67	60F4A87C5AE504F21301ADA9A62B70D7	13088023	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122_MRTX849_Palbociclib_QDX7_24hr_1	SRA: SRS5556604	Biological replicate 1	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_Palbociclib_QDX7_24hr	H2122.MRTX849_Palbociclib_QDX7_24hr
SAMN13088024	SRR10326440	2019-11-14T16:02:05Z	2019-10-28T12:40:22Z	18859488	5417366986	18852610	287	1169	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326440/SRR10326440.1	SRX7036698	A-11-59	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556605	simple	9606	Homo sapiens	H2122_MRTX849_Palbociclib_QDX7_24hr_2					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	46C6A3FB46FA09A4B5632A83E3A3FBDF	2D75793CB197178EF32437981B5834CF	13088024	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122_MRTX849_Palbociclib_QDX7_24hr_2	SRA: SRS5556605	Biological replicate 2	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_Palbociclib_QDX7_24hr	H2122.MRTX849_Palbociclib_QDX7_24hr
SAMN13088025	SRR10326439	2019-11-14T16:02:05Z	2019-10-28T12:50:52Z	26186963	7383031765	26177349	281	1951	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326439/SRR10326439.1	SRX7036699	A-11-60	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556606	simple	9606	Homo sapiens	H2122_MRTX849_Palbociclib_QDX7_24hr_3					female		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	9988B8F845D5960AA16C6F2BC629272D	3ECA5A84BC4A824D50835672BE775D56	13088025	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: H2122_MRTX849_Palbociclib_QDX7_24hr_3	SRA: SRS5556606	Biological replicate 3	not applicable	ATCC	H2122	adenocarcinoma; non-small cell lung cancer	stage 4	not applicable	xenograft	female	lung; derived from metastatic site: pleural effusion	MRTX849_Palbociclib_QDX7_24hr	H2122.MRTX849_Palbociclib_QDX7_24hr
SAMN13088026	SRR10326419	2019-11-14T16:02:05Z	2019-10-28T12:50:38Z	17501593	5144707545	17493426	293	1126	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326419/SRR10326419.1	SRX7036719	C-1-4	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556626	simple	9606	Homo sapiens	MiaPaca_Vehicle_QDx1_24hr_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	6D4B4D9A249B863EECACF39C8BA3F9F3	47DE00C424247AA933A1AE799D44484E	13088026	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_Vehicle_QDx1_24hr_1	SRA: SRS5556626	Biological replicate 1	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	Vehicle_QDx1_24hr	MiaPaCa2.Vehicle_QDx1_24hr
SAMN13088027	SRR10326418	2019-11-14T16:02:05Z	2019-10-28T12:47:15Z	21854395	6456819728	21842251	295	1448	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326418/SRR10326418.1	SRX7036720	C-1-5	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556627	simple	9606	Homo sapiens	MiaPaca_Vehicle_QDx1_24hr_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	52763AF129B12DB3F45B9DAA929F8235	C05F17B8FDED51F70DAA217197302DD7	13088027	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_Vehicle_QDx1_24hr_2	SRA: SRS5556627	Biological replicate 2	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	Vehicle_QDx1_24hr	MiaPaCa2.Vehicle_QDx1_24hr
SAMN13088028	SRR10326417	2019-11-14T16:02:05Z	2019-10-28T12:51:33Z	19905305	5760416973	19895189	289	1238	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326417/SRR10326417.1	SRX7036721	C-1-6	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556628	simple	9606	Homo sapiens	MiaPaca_Vehicle_QDx1_24hr_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	A979BEC361A3AF7FE0751C27A97FC9D1	70D210C75324AC742E5954ECB33596D9	13088028	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_Vehicle_QDx1_24hr_3	SRA: SRS5556628	Biological replicate 3	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	Vehicle_QDx1_24hr	MiaPaCa2.Vehicle_QDx1_24hr
SAMN13088029	SRR10326416	2019-11-14T16:02:05Z	2019-10-28T13:03:20Z	28807671	8544022159	28787265	296	1997	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326416/SRR10326416.1	SRX7036722	C-3-4	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556629	simple	9606	Homo sapiens	MiaPaca_Vehicle_QDx5_24hr_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	6C17FB1C9D0B1033381AA9E13EE6C7F3	83679AD6A3F17EB01CBD95399C67A239	13088029	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_Vehicle_QDx5_24hr_1	SRA: SRS5556629	Biological replicate 1	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	Vehicle_QDx5_24hr	MiaPaCa2.Vehicle_QDx5_24hr
SAMN13088030	SRR10326415	2019-11-14T16:02:05Z	2019-10-28T12:47:46Z	25447437	7523934229	25423416	295	1741	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032641/SRR10326415.1	SRX7036723	C-3-5	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556630	simple	9606	Homo sapiens	MiaPaca_Vehicle_QDx5_24hr_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	7977CD3BD0C656E3CC526AC9220C0521	13023D00717766C6FC7EEB68E3F23751	13088030	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_Vehicle_QDx5_24hr_2	SRA: SRS5556630	Biological replicate 2	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	Vehicle_QDx5_24hr	MiaPaCa2.Vehicle_QDx5_24hr
SAMN13088031	SRR10326414	2019-11-14T16:02:05Z	2019-10-28T12:44:33Z	17384201	5141679691	17371704	295	1173	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326414/SRR10326414.1	SRX7036724	C-3-6	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556631	simple	9606	Homo sapiens	MiaPaca_Vehicle_QDx5_24hr_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	8A53E594C8F33961C44C240C6842919F	5D3BF007C85F0A684495D08ABE941CDB	13088031	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_Vehicle_QDx5_24hr_3	SRA: SRS5556631	Biological replicate 3	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	Vehicle_QDx5_24hr	MiaPaCa2.Vehicle_QDx5_24hr
SAMN13088032	SRR10326413	2019-11-14T16:02:05Z	2019-10-28T12:47:36Z	19704381	5784486243	19692258	293	1293	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326413/SRR10326413.1	SRX7036725	C-2-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556632	simple	9606	Homo sapiens	MiaPaca_MRTX849_QDx1_6hr_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	726B419E9DB8D4A0789162A44FA35B3C	9A03AF15DBAE5CCF91D803DE5E4051E1	13088032	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_MRTX849_QDx1_6hr_1	SRA: SRS5556632	Biological replicate 1	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	MRTX849_QDx1_6hr	MiaPaCa2.MRTX849_QDx1_6hr
SAMN13088033	SRR10326538	2019-11-14T16:02:03Z	2019-10-28T12:47:48Z	19654978	5760525295	19642316	293	1296	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032653/SRR10326538.1	SRX7036600	C-2-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556507	simple	9606	Homo sapiens	MiaPaca_MRTX849_QDx1_6hr_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	D520965B145810CC64FE03E33640D56F	CFE44AC2790B64DD430B88003734403A	13088033	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_MRTX849_QDx1_6hr_2	SRA: SRS5556507	Biological replicate 2	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	MRTX849_QDx1_6hr	MiaPaCa2.MRTX849_QDx1_6hr
SAMN13088034	SRR10326537	2019-11-14T16:02:03Z	2019-10-28T12:43:38Z	19811775	5832288788	19801129	294	1296	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326537/SRR10326537.1	SRX7036601	C-2-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556508	simple	9606	Homo sapiens	MiaPaca_MRTX849_QDx1_6hr_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	CE8F774FAF53F31C61EF6ACA93FBFBB3	49DA523A43F95A2C799C3A2034B90217	13088034	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_MRTX849_QDx1_6hr_3	SRA: SRS5556508	Biological replicate 3	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	MRTX849_QDx1_6hr	MiaPaCa2.MRTX849_QDx1_6hr
SAMN13088035	SRR10326536	2019-11-14T16:02:03Z	2019-10-28T12:47:18Z	24768709	7237586151	24762635	292	1660	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032653/SRR10326536.1	SRX7036602	C-2-4	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556509	simple	9606	Homo sapiens	MiaPaca_MRTX849_QDx1_24hr_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	60AE574854EDBEA1317F13F4B3C63318	58B3A540288D78190A6309C882EB91E5	13088035	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_MRTX849_QDx1_24hr_1	SRA: SRS5556509	Biological replicate 1	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	MRTX849_QDx1_24hr	MiaPaCa2.MRTX849_QDx1_24hr
SAMN13088036	SRR10326535	2019-11-14T16:02:03Z	2019-10-28T12:51:40Z	13900722	4099863739	13892646	294	942	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR10326535/SRR10326535.1	SRX7036603	C-2-5	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556510	simple	9606	Homo sapiens	MiaPaca_MRTX849_QDx1_24hr_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	3ECDE1A41309267AAC992081F3D2B140	9051E89494F6C1DBA56F6690980E1308	13088036	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_MRTX849_QDx1_24hr_2	SRA: SRS5556510	Biological replicate 2	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	MRTX849_QDx1_24hr	MiaPaCa2.MRTX849_QDx1_24hr
SAMN13088037	SRR10326534	2019-11-14T16:02:03Z	2019-10-28T12:47:05Z	16822009	4957712449	16810433	294	1144	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032653/SRR10326534.1	SRX7036604	C-2-6	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556511	simple	9606	Homo sapiens	MiaPaca_MRTX849_QDx1_24hr_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	D5C7FD1A72061BFE9973DCACA47D0C12	A6AE3452862F4FA3EECC7D8BE6EC70D3	13088037	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_MRTX849_QDx1_24hr_3	SRA: SRS5556511	Biological replicate 3	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	MRTX849_QDx1_24hr	MiaPaCa2.MRTX849_QDx1_24hr
SAMN13088038	SRR10326533	2019-11-14T16:02:03Z	2019-10-28T12:34:25Z	5035080	1470331445	5030941	292	416	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR10326533/SRR10326533.1	SRX7036605	C-4-1	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556512	simple	9606	Homo sapiens	MiaPaca_MRTX849_QDx5_6hr_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	5CA01E74445FD22E17B31ACE9581A254	7D9324C31C6887CD0730F099C92E4695	13088038	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_MRTX849_QDx5_6hr_1	SRA: SRS5556512	Biological replicate 1	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	MRTX849_QDx5_6hr	MiaPaCa2.MRTX849_QDx5_6hr
SAMN13088039	SRR10326532	2019-11-14T16:02:03Z	2019-10-28T12:37:54Z	8555845	2527712797	8549561	295	651	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032653/SRR10326532.1	SRX7036606	C-4-2	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556513	simple	9606	Homo sapiens	MiaPaca_MRTX849_QDx5_6hr_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	2DAD8D43317DBDA81A021600B59DF803	71E0902C833B1429CFA5CCD97D7A43A4	13088039	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_MRTX849_QDx5_6hr_2	SRA: SRS5556513	Biological replicate 2	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	MRTX849_QDx5_6hr	MiaPaCa2.MRTX849_QDx5_6hr
SAMN13088040	SRR10326531	2019-11-14T16:02:03Z	2019-10-25T17:18:28Z	4098038	1193236116	4094447	291	350	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032653/SRR10326531.1	SRX7036607	C-4-3	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556514	simple	9606	Homo sapiens	MiaPaca_MRTX849_QDx5_6hr_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	BBAC7B7D54A5E59ECC5A671AD01622AF	3B714225313F2D5FEA8D1C8CC58B5449	13088040	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_MRTX849_QDx5_6hr_3	SRA: SRS5556514	Biological replicate 3	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	MRTX849_QDx5_6hr	MiaPaCa2.MRTX849_QDx5_6hr
SAMN13088041	SRR10326530	2019-11-14T16:02:03Z	2019-10-28T12:40:04Z	10792044	3159864787	10782093	292	788	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032653/SRR10326530.1	SRX7036608	C-4-4	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556515	simple	9606	Homo sapiens	MiaPaca_MRTX849_QDx5_24hr_1					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	890FCDCD78A88F78A17890772E69C6A8	90FCFD12686FDBFEEDEA5D0496893CE4	13088041	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_MRTX849_QDx5_24hr_1	SRA: SRS5556515	Biological replicate 1	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	MRTX849_QDx5_24hr	MiaPaCa2.MRTX849_QDx5_24hr
SAMN13088042	SRR10326529	2019-11-14T16:02:03Z	2019-10-28T12:37:15Z	4599389	1357584747	4596410	295	473	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR10326529/SRR10326529.1	SRX7036609	C-4-5	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556516	simple	9606	Homo sapiens	MiaPaca_MRTX849_QDx5_24hr_2					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	B698148391CC910881FA45ED5EB34F98	578E9F6790FB8C17D80D684E771F195F	13088042	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_MRTX849_QDx5_24hr_2	SRA: SRS5556516	Biological replicate 2	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	MRTX849_QDx5_24hr	MiaPaCa2.MRTX849_QDx5_24hr
SAMN13088043	SRR10326527	2019-11-14T16:02:03Z	2019-10-28T12:42:02Z	7095135	2091838248	7088717	294	757	GCF_000001405.29	https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR1032652/SRR10326527.1	SRX7036611	C-4-6	RNA-Seq	Oligo-dT	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2000	SRP226644	PRJNA578935		578935	SRS5556518	simple	9606	Homo sapiens	MiaPaca_MRTX849_QDx5_24hr_3					male		no					MIRATI THERAPEUTICS, INC.	SRA983490		public	056B88DC1728AA68CD82BB4DCAB14464	D8B54D50276CFCEACD0D7730EA2C022E	13088043	Human sample from Homo sapiens	Mirati Therapeutics, Inc.	9606	Sample name: MiaPaca_MRTX849_QDx5_24hr_3	SRA: SRS5556518	Biological replicate 3	not applicable	ATCC	Mia PaCa-2	carcinoma	""	not applicable	xenograft	male	pancreas	MRTX849_QDx5_24hr	MiaPaCa2.MRTX849_QDx5_24hr
