BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex.x	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	Sex.y	age	cell line	collection_date	geo_loc_name	provider	source_name	treatment	vendor id	group
SAMN27109589	SRR19982203	2023-04-24T18:38:56Z	2022-07-05T14:24:03Z	837408	41456042	0	49	20		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19982/SRR19982203/SRR19982203.lite.1	SRX16024327	GSM5985839	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704547	simple	9606	Homo sapiens	GSM5985839							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	CE0C032A7A665B1B5110C0808B4F859A	AC74D92BD7E04A4C6E5F507D738F3997	27109589	lncap_LNCAPPS1A_F10_Docetaxel_6_24	Department of Systems Biology, Columbia University	9606	SRS13704547	GSM5985839	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Docetaxel	CRL-1740	LNCaP.Docetaxel.24hr
SAMN27109590	SRR19982204	2023-04-24T18:38:56Z	2022-07-05T14:24:24Z	715143	35388054	0	49	17		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19982/SRR19982204/SRR19982204.lite.1	SRX16024326	GSM5985838	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704546	simple	9606	Homo sapiens	GSM5985838							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	0439434BCED5D5DC7902B8A0B1BFDAFF	01B08A157770AE5D5876D7D6DEE89EE7	27109590	lncap_LNCAPPS1A_E10_Vinorelbine_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704546	GSM5985838	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vinorelbine	CRL-1740	LNCaP.Vinorelbine.24hr
SAMN27109591	SRR19982205	2023-04-24T18:38:56Z	2022-07-05T14:24:36Z	1886124	93404710	0	49	45		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19982/SRR19982205/SRR19982205.lite.1	SRX16024325	GSM5985837	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704545	simple	9606	Homo sapiens	GSM5985837							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	D9BE5F4E2C3840252186F0231C39EB3B	78187AB2AC1F73B0EC28A71445BE23A8	27109591	lncap_LNCAPPS1A_D10_Fulvestrant_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13704545	GSM5985837	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Fulvestrant	CRL-1740	LNCaP.Fulvestrant.24hr
SAMN27109592	SRR19982206	2023-04-24T18:38:56Z	2022-07-05T14:27:13Z	1637953	81062235	0	49	40		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19982/SRR19982206/SRR19982206.lite.1	SRX16024324	GSM5985836	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704544	simple	9606	Homo sapiens	GSM5985836							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	23DE4C6D376965DFFBF2432C76EA7963	B8B539ADE382BF441154DEB3006D6E1B	27109592	lncap_LNCAPPS1A_C10_Leuprolide_0.075_24	Department of Systems Biology, Columbia University	9606	SRS13704544	GSM5985836	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Leuprolide	CRL-1740	LNCaP.Leuprolide.24hr
SAMN27109593	SRR19982207	2023-04-24T18:38:56Z	2022-07-05T14:24:23Z	1486966	73580980	0	49	35		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19982/SRR19982207/SRR19982207.lite.1	SRX16024323	GSM5985835	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704543	simple	9606	Homo sapiens	GSM5985835							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	2004D4FEFCD3BC5435C653C60D649CCD	28919FCCE0C9FD5F75FCA8ECFCDDE542	27109593	lncap_LNCAPPS1A_B10_Ibrutinib_0.35_24	Department of Systems Biology, Columbia University	9606	SRS13704543	GSM5985835	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ibrutinib	CRL-1740	LNCaP.Ibrutinib.24hr
SAMN27109594	SRR19982208	2023-04-24T18:38:56Z	2022-07-05T14:24:32Z	688381	34087592	0	49	16		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19982/SRR19982208/SRR19982208.lite.1	SRX16024322	GSM5985834	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704542	simple	9606	Homo sapiens	GSM5985834							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	7B823457B9097DD8EF7D067F35A016CA	AF2D1CEB71E531FB938D97F3010D22FB	27109594	lncap_LNCAPPS1A_A10_Carfilzomib_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704542	GSM5985834	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Carfilzomib	CRL-1740	LNCaP.Carfilzomib.24hr
SAMN27109595	SRR19982209	2023-04-24T18:38:56Z	2022-07-05T14:24:06Z	858958	42529298	0	49	21		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19982/SRR19982209/SRR19982209.lite.1	SRX16024321	GSM5985833	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704541	simple	9606	Homo sapiens	GSM5985833							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	70ACE35E995215A73006674160623D73	31191D243FF7621D3C2ADED875787AA9	27109595	lncap_LNCAPPS1A_H9_Trifluridine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704541	GSM5985833	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Trifluridine	CRL-1740	LNCaP.Trifluridine.24hr
SAMN27109596	SRR19982210	2023-04-24T18:38:56Z	2022-07-05T14:24:10Z	1890644	93638814	0	49	44		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19982/SRR19982210/SRR19982210.lite.1	SRX16024320	GSM5985832	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704540	simple	9606	Homo sapiens	GSM5985832							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	B0524C758AAE5C83608EB120116BBE34	7C21FB7DD33E2E78E94AE06FAD0F63E9	27109596	lncap_LNCAPPS1A_G9_Ixazomib_0.155_24	Department of Systems Biology, Columbia University	9606	SRS13704540	GSM5985832	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ixazomib	CRL-1740	LNCaP.Ixazomib.24hr
SAMN27109597	SRR19982211	2023-04-24T18:38:56Z	2022-07-05T14:24:47Z	1603046	79379234	0	49	38		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19982/SRR19982211/SRR19982211.lite.1	SRX16024319	GSM5985831	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704539	simple	9606	Homo sapiens	GSM5985831							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	1D459C2E73F82611FEDA47E7DCD61E8A	56E531C4A48EB2AE08B77FB6842BB1AF	27109597	lncap_LNCAPPS1A_F9_Trametinib_0.035_24	Department of Systems Biology, Columbia University	9606	SRS13704539	GSM5985831	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Trametinib	CRL-1740	LNCaP.Trametinib.24hr
SAMN27109598	SRR19982212	2023-04-24T18:38:56Z	2022-07-05T14:24:41Z	1711335	84703473	0	49	42		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19982/SRR19982212/SRR19982212.lite.1	SRX16024318	GSM5985830	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704538	simple	9606	Homo sapiens	GSM5985830							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	51603FC060391ABC9B3D9824B0A7AAB6	D1BDCAE3E5D5710D0BBB44B28A3F29A7	27109598	lncap_LNCAPPS1A_E9_Cobimetinib (GDC-0973, RG7420)_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704538	GSM5985830	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cobimetinib (GDC-0973, RG7420)	CRL-1740	LNCaP.Cobimetinib..GDC.0973..RG7420..24hr
SAMN27109599	SRR19982213	2023-04-24T18:38:56Z	2022-07-05T14:24:14Z	1108271	54882600	0	49	26		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19982/SRR19982213/SRR19982213.lite.1	SRX16024317	GSM5985829	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704537	simple	9606	Homo sapiens	GSM5985829							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	1851DA82E0EDE8CFE5EF2D9E2757DFA5	88C596D2C1C659FDD88B0F60829DAE0D	27109599	lncap_LNCAPPS1A_D9_Ruxolitinib_10_24	Department of Systems Biology, Columbia University	9606	SRS13704537	GSM5985829	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ruxolitinib	CRL-1740	LNCaP.Ruxolitinib.24hr
SAMN27109600	SRR19982214	2023-04-24T18:38:56Z	2022-07-07T05:30:21Z	1237972	61284189	0	49	30		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19982/SRR19982214/SRR19982214.lite.1	SRX16024316	GSM5985828	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704536	simple	9606	Homo sapiens	GSM5985828							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	442B0E88917F1E043FF79DF267AFD33B	307F3DF597687A95337A746146884036	27109600	lncap_LNCAPPS1A_C9_Osimertinib_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704536	GSM5985828	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Osimertinib	CRL-1740	LNCaP.Osimertinib.24hr
SAMN27109601	SRR19982215	2023-04-24T18:38:56Z	2022-07-05T14:24:30Z	1300336	64378161	0	49	31		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19982/SRR19982215/SRR19982215.lite.1	SRX16024315	GSM5985827	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704535	simple	9606	Homo sapiens	GSM5985827							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	69A23EB7740826C2C93F0A3B518FA171	17D4244430394B44963403E6B9434569	27109601	lncap_LNCAPPS1A_B9_Belinostat_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704535	GSM5985827	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Belinostat	CRL-1740	LNCaP.Belinostat.24hr
SAMN27109602	SRR19982216	2023-04-24T18:38:56Z	2022-07-05T14:25:18Z	1202109	59539067	0	49	29		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19982/SRR19982216/SRR19982216.lite.1	SRX16024314	GSM5985826	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704534	simple	9606	Homo sapiens	GSM5985826							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	30052A3F9A1AB4AFA344F95A9F6DABA3	138125C2FEDB04F965A9125933BC9D32	27109602	lncap_LNCAPPS1A_A9_Toremifene_1.5_24	Department of Systems Biology, Columbia University	9606	SRS13704534	GSM5985826	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Toremifene	CRL-1740	LNCaP.Toremifene.24hr
SAMN27109603	SRR19982217	2023-04-24T18:38:56Z	2022-07-05T14:24:47Z	1642972	81349246	0	49	39		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19982/SRR19982217/SRR19982217.lite.1	SRX16024313	GSM5985825	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704533	simple	9606	Homo sapiens	GSM5985825							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	E99B92EDC6573B6D4C9D902B3A051144	10FE2393EC9E114B3D7E9432063C1ECF	27109603	lncap_LNCAPPS1A_H8_Temozolomide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704533	GSM5985825	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Temozolomide	CRL-1740	LNCaP.Temozolomide.24hr
SAMN27109604	SRR19982218	2023-04-24T18:38:56Z	2022-07-05T14:24:43Z	2072186	102597595	0	49	49		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19982/SRR19982218/SRR19982218.lite.1	SRX16024312	GSM5985824	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704532	simple	9606	Homo sapiens	GSM5985824							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	0A448C86AF2EA851871C5B0773DE113D	CC4FC90472BA7A53CE0A24F16AA8CB5F	27109604	lncap_LNCAPPS1A_G8_Lenvatinib_0.5_24	Department of Systems Biology, Columbia University	9606	SRS13704532	GSM5985824	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Lenvatinib	CRL-1740	LNCaP.Lenvatinib.24hr
SAMN27109605	SRR19982219	2023-04-24T18:38:56Z	2022-07-05T14:25:51Z	1752324	86764705	0	49	42		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19982/SRR19982219/SRR19982219.lite.1	SRX16024311	GSM5985823	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704531	simple	9606	Homo sapiens	GSM5985823							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	B73D8994C477A89DB6943C4C253EC6DD	5677DF97817741AE431FC3083D5D3B85	27109605	lncap_LNCAPPS1A_F8_Cytarabine_10_24	Department of Systems Biology, Columbia University	9606	SRS13704531	GSM5985823	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Cytarabine	CRL-1740	LNCaP.Cytarabine.24hr
SAMN27109606	SRR19982220	2023-04-24T18:38:56Z	2022-07-05T14:24:30Z	1532724	75871237	0	49	38		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19982/SRR19982220/SRR19982220.lite.1	SRX16024310	GSM5985822	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704530	simple	9606	Homo sapiens	GSM5985822							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	E9BBA3ED261CFF8CE0234324B90F163C	B75A4CDCBBF50031CA05AFD5D0E9AF77	27109606	lncap_LNCAPPS1A_E8_Raloxifene_0.01_24	Department of Systems Biology, Columbia University	9606	SRS13704530	GSM5985822	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Raloxifene	CRL-1740	LNCaP.Raloxifene.24hr
SAMN27109607	SRR19982221	2023-04-24T18:38:56Z	2022-07-05T14:24:25Z	1513781	74929546	0	49	38		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-18/SRR019/19982/SRR19982221/SRR19982221.lite.1	SRX16024309	GSM5985821	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704529	simple	9606	Homo sapiens	GSM5985821							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	75A548479D71670F0F403C1EB2E92D21	2E9FA6FA1202DE4B41100A306FA2689F	27109607	lncap_LNCAPPS1A_D8_Ceritinib_1_24	Department of Systems Biology, Columbia University	9606	SRS13704529	GSM5985821	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Ceritinib	CRL-1740	LNCaP.Ceritinib.24hr
SAMN27109608	SRR19982222	2023-04-24T18:38:56Z	2022-07-05T14:26:26Z	2494696	123556405	0	49	59		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19982/SRR19982222/SRR19982222.lite.1	SRX16024308	GSM5985820	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704528	simple	9606	Homo sapiens	GSM5985820							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	D6BCBF43E761FB76FF96350D2B0CE9CC	5DF722584B2AC040383203D0179C6C61	27109608	lncap_LNCAPPS1A_C8_Thioguanine_1_24	Department of Systems Biology, Columbia University	9606	SRS13704528	GSM5985820	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Thioguanine	CRL-1740	LNCaP.Thioguanine.24hr
SAMN27109609	SRR19982223	2023-04-24T18:38:56Z	2022-07-05T14:24:36Z	2004079	99212661	0	49	47		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19982/SRR19982223/SRR19982223.lite.1	SRX16024307	GSM5985819	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704527	simple	9606	Homo sapiens	GSM5985819							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	C9FC8BE666728FEEA9BA1913E7A5CB1C	F3E30CA2CE10B1CF000AE3B7A042638B	27109609	lncap_LNCAPPS1A_B8_Tretinoin_2_24	Department of Systems Biology, Columbia University	9606	SRS13704527	GSM5985819	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Tretinoin	CRL-1740	LNCaP.Tretinoin.24hr
SAMN27109610	SRR19982224	2023-04-24T18:38:56Z	2022-07-05T14:24:13Z	534838	26456327	0	49	13		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19982/SRR19982224/SRR19982224.lite.1	SRX16024306	GSM5985818	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704526	simple	9606	Homo sapiens	GSM5985818							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	8AC92592CAFD57687D54CC01E1EB3B09	F05930166D5F26CC6494F5A9A242201A	27109610	lncap_LNCAPPS1A_A8_Vinblastine_0.165_24	Department of Systems Biology, Columbia University	9606	SRS13704526	GSM5985818	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Vinblastine	CRL-1740	LNCaP.Vinblastine.24hr
SAMN27109611	SRR19982225	2023-04-24T18:38:56Z	2022-07-05T14:24:32Z	1743445	86333802	0	49	41		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR019/19982/SRR19982225/SRR19982225.lite.1	SRX16024305	GSM5985817	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704525	simple	9606	Homo sapiens	GSM5985817							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	41EE41937F9112F424F9E40B611C9D6D	8FB6997065E7D51A59AA09F50DD5C93E	27109611	lncap_LNCAPPS1A_H7_Exemestane_1_24	Department of Systems Biology, Columbia University	9606	SRS13704525	GSM5985817	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Exemestane	CRL-1740	LNCaP.Exemestane.24hr
SAMN27109612	SRR19982226	2023-04-24T18:38:56Z	2022-07-05T14:24:29Z	1628115	80611750	0	49	39		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19982/SRR19982226/SRR19982226.lite.1	SRX16024304	GSM5985816	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704524	simple	9606	Homo sapiens	GSM5985816							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	0F8A968696AC84793927A304333066E5	90E2FF76769ECC7814AF787A43DADE69	27109612	lncap_LNCAPPS1A_G7_Methotrexate_10_24	Department of Systems Biology, Columbia University	9606	SRS13704524	GSM5985816	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Methotrexate	CRL-1740	LNCaP.Methotrexate.24hr
SAMN27109613	SRR19982227	2023-04-24T18:38:55Z	2022-07-05T14:24:25Z	943398	46702023	0	49	23		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR019/19982/SRR19982227/SRR19982227.lite.1	SRX16024303	GSM5985815	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704523	simple	9606	Homo sapiens	GSM5985815							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	57897868E2FE719E3FFF39B699A16858	BDEF4840C1C61A9D2E4C9036B8AB2523	27109613	lncap_LNCAPPS1A_F7_Etoposide_10_24	Department of Systems Biology, Columbia University	9606	SRS13704523	GSM5985815	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Etoposide	CRL-1740	LNCaP.Etoposide.24hr
SAMN27109614	SRR19982228	2023-04-24T18:38:55Z	2022-07-05T14:24:22Z	1026358	50817373	0	49	25		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR019/19982/SRR19982228/SRR19982228.lite.1	SRX16024302	GSM5985814	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704522	simple	9606	Homo sapiens	GSM5985814							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	8B404488ABEDE7F760F6EB3C3AD419D1	E8FA9F7F61F094A2A7A65BB8944CBCF0	27109614	lncap_LNCAPPS1A_E7_Mercaptopurine_1_24	Department of Systems Biology, Columbia University	9606	SRS13704522	GSM5985814	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Mercaptopurine	CRL-1740	LNCaP.Mercaptopurine.24hr
SAMN27109615	SRR19982229	2023-04-24T18:38:55Z	2022-07-05T14:24:39Z	1970757	97601649	0	49	46		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19982/SRR19982229/SRR19982229.lite.1	SRX16024301	GSM5985813	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704521	simple	9606	Homo sapiens	GSM5985813							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	8765FC1307A83347D58848767DE9E977	7EB0842071FEC9F403157AE7B6517A53	27109615	lncap_LNCAPPS1A_D7_Gemcitabine_4.5_24	Department of Systems Biology, Columbia University	9606	SRS13704521	GSM5985813	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Gemcitabine	CRL-1740	LNCaP.Gemcitabine.24hr
SAMN27109616	SRR19982230	2023-04-24T18:38:55Z	2022-07-05T14:24:24Z	954186	47230325	0	49	23		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR019/19982/SRR19982230/SRR19982230.lite.1	SRX16024300	GSM5985812	RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2500	SRP384953	PRJNA821516	3	821516	SRS13704520	simple	9606	Homo sapiens	GSM5985812							no					DEPARTMENT OF SYSTEMS BIOLOGY, COLUMBIA UNIVERSITY	SRA1394566		public	73CCF4F39C06485196837608B11B8987	8CC4711510DE2971996C499E9BC8CC71	27109616	lncap_LNCAPPS1A_C7_Doxorubicin_0.03_24	Department of Systems Biology, Columbia University	9606	SRS13704520	GSM5985812	male	50	LNCaP	missing	missing	ATCC	prostate cancer	Doxorubicin	CRL-1740	LNCaP.Doxorubicin.24hr
